,CO(Monóxido de Carbono) - ppm,MP10(Partículas Inaláveis) - µg/m3,MP2.5(Partículas Inaláveis Finas) - µg/m3,NO(Monóxido de Nitrogênio) - µg/m3,NO2(Dióxido de Nitrogênio) - µg/m3,NOx(Óxidos de Nitrogênio) - ppb,O3(Ozônio) - µg/m3,SO2(Dióxido de Enxofre) - µg/m3,Data,Casos Diários,Temperatura (°C),Temperatura Ponto Orvalho (°C),Umidade Relativa (%),Sensação Térmica (°C),Velocidade do Vento (Nós)
218,2.8,54.5,34.5,94.0,80.5,116.5,0.0,10.5,2011-08-07,6,22.4,12.74,57.52,22.2,1.42
219,1.65,60.0,38.99,99.5,73.0,131.0,0.0,8.5,2011-08-08,30,21.59,13.45,63.03,21.48,3.17
220,1.4,45.0,27.5,77.0,66.5,98.0,12.5,6.0,2011-08-09,25,18.19,15.59,85.26,18.19,2.96
221,1.3,19.5,13.0,83.5,47.5,91.0,24.5,4.0,2011-08-10,24,16.26,14.3,88.2,16.26,6.12
222,0.85,25.5,14.0,46.5,43.0,62.5,22.81,4.5,2011-08-11,23,16.25,12.9,81.81,16.25,6.92
223,1.2,39.5,24.0,36.5,70.5,67.5,10.0,8.5,2011-08-12,11,18.92,12.02,68.84,18.87,4.83
224,2.95,64.5,32.5,303.5,80.0,296.0,0.0,15.5,2011-08-13,2,22.09,11.02,56.11,21.69,3.54
225,1.1,17.0,7.0,71.5,48.0,84.0,27.5,17.75,2011-08-14,6,18.0,13.66,78.0,18.0,5.68
226,0.8,28.5,14.0,24.0,46.0,46.0,30.22,6.0,2011-08-15,24,18.95,14.86,79.21,18.94,4.28
227,1.2,43.0,30.0,35.5,51.0,56.5,3.29,6.5,2011-08-16,30,21.48,10.64,59.35,21.14,4.12
228,1.45,52.5,28.0,89.0,75.5,121.5,26.0,9.0,2011-08-17,22,23.08,4.6,31.21,22.47,7.83
229,1.05,48.5,28.0,68.5,59.0,88.0,31.27,11.0,2011-08-18,17,17.5,13.47,78.67,17.5,6.84
230,1.7,54.5,35.0,57.0,90.0,93.0,3.0,8.0,2011-08-19,26,18.46,12.7,74.12,18.31,5.63
231,1.25,20.0,14.5,117.0,51.5,121.0,3.5,6.0,2011-08-20,7,17.61,14.96,85.65,17.61,6.36
232,0.8,13.0,7.5,71.0,45.0,82.5,31.5,7.0,2011-08-21,4,10.42,9.3,92.81,9.02,10.2
233,0.6,27.0,16.5,121.0,56.0,128.5,1.5,11.5,2011-08-22,44,11.53,10.17,91.42,11.13,6.17
234,0.3,42.0,28.0,134.0,57.0,141.5,0.0,9.0,2011-08-23,19,14.81,13.11,89.7,14.81,3.6
235,0.75,36.5,27.0,112.5,57.0,125.63,2.0,9.5,2011-08-24,18,15.46,13.89,90.7,15.46,6.26
236,1.15,41.0,29.0,37.5,64.5,66.5,10.5,7.5,2011-08-25,17,19.79,14.0,72.6,19.8,3.92
237,0.6,27.5,18.0,67.93,65.62,84.99,18.5,15.72,2011-08-26,18,18.81,15.18,80.31,18.81,6.6
238,0.4,38.5,27.35,39.3,50.86,57.48,24.0,7.26,2011-08-27,9,18.19,14.61,81.37,18.19,5.58
239,0.6,34.5,22.0,16.0,42.5,34.5,9.0,4.01,2011-08-28,8,21.57,12.64,62.97,21.25,4.35
240,1.2,48.0,29.0,42.5,73.99,80.5,10.25,6.5,2011-08-29,22,25.49,10.96,42.88,24.92,3.83
241,1.5,50.5,25.0,70.5,78.5,96.5,29.5,5.0,2011-08-30,14,22.75,12.0,55.64,22.49,5.62
242,1.25,33.5,16.0,93.0,56.5,105.5,14.0,7.0,2011-08-31,21,15.51,13.45,87.74,15.51,6.72
243,1.2,35.5,15.0,82.5,58.5,97.0,-13.49,10.0,2011-09-01,15,11.93,7.21,74.22,11.73,5.46
244,1.1,31.5,15.0,86.5,50.55,95.5,-62.69,9.5,2011-09-02,10,11.08,5.71,70.8,9.92,10.96
245,0.4,31.5,15.5,29.5,39.2,51.5,-77.11,5.0,2011-09-03,6,13.87,7.52,68.35,13.32,7.6
246,0.6,37.0,23.0,17.5,50.0,43.5,-39.97,7.0,2011-09-04,7,18.62,8.21,59.61,18.23,3.71
247,1.6,53.5,36.0,57.0,86.35,102.0,35.49,8.76,2011-09-05,20,23.54,5.23,35.38,22.79,7.29
248,1.5,31.5,21.0,77.0,63.5,95.5,41.0,6.5,2011-09-06,15,18.42,11.34,66.82,18.36,7.69
249,0.9,35.5,23.5,36.0,55.85,56.0,52.04,6.35,2011-09-07,7,17.68,14.39,81.63,17.67,7.54
250,1.45,65.0,44.0,57.5,88.0,92.5,21.0,7.5,2011-09-08,18,19.37,14.12,73.53,19.37,4.67
251,1.5,48.5,32.5,63.5,79.5,90.13,17.0,8.0,2011-09-09,27,20.82,12.47,63.83,20.62,5.29
252,1.05,38.5,26.0,76.0,51.5,88.0,22.0,10.0,2011-09-10,3,17.79,13.22,76.09,17.79,6.96
253,1.05,35.0,25.5,57.0,57.0,81.0,39.0,8.0,2011-09-11,2,17.49,12.8,76.86,17.46,4.29
254,1.3,46.5,25.5,95.5,53.5,107.0,32.6,9.5,2011-09-12,27,14.88,12.29,84.69,14.88,9.08
255,1.15,38.0,22.0,49.5,71.0,87.0,37.5,8.0,2011-09-13,23,17.79,13.47,79.1,17.72,8.04
256,1.45,24.5,15.0,110.5,55.27,120.0,26.5,10.0,2011-09-14,19,15.25,13.31,88.31,15.25,11.33
257,1.5,30.0,21.5,105.5,49.5,115.0,26.0,9.0,2011-09-15,19,15.67,13.68,88.23,15.67,8.83
258,0.8,34.0,16.5,35.5,38.5,46.5,27.5,6.0,2011-09-16,21,17.24,13.67,80.68,17.24,7.42
259,0.75,38.0,21.5,18.0,42.5,33.0,31.0,6.0,2011-09-17,1,16.81,12.64,78.27,16.8,7.75
260,0.7,32.0,19.5,17.0,42.5,34.23,39.5,5.5,2011-09-18,6,17.03,11.72,73.07,16.98,6.58
261,1.1,46.0,27.0,50.0,69.5,78.0,8.0,7.5,2011-09-19,20,18.15,11.03,67.45,18.08,4.0
262,1.5,56.5,34.0,49.73,81.5,84.0,21.5,7.5,2011-09-20,9,23.21,11.16,50.54,22.87,5.18
263,1.4,46.5,25.5,109.5,58.5,123.0,5.0,10.0,2011-09-21,20,18.64,13.26,72.46,18.63,7.69
264,1.25,36.5,25.5,86.0,53.0,101.0,13.0,11.5,2011-09-22,14,17.24,14.19,83.4,17.25,7.33
265,1.25,43.0,26.0,44.5,53.0,69.5,30.0,5.25,2011-09-23,18,19.27,14.87,80.55,19.13,7.4
266,1.1,23.0,14.0,87.45,55.5,99.0,39.5,5.5,2011-09-24,4,16.96,14.3,84.57,16.96,6.75
267,0.6,16.5,9.0,35.5,34.0,46.0,40.5,4.0,2011-09-25,2,14.13,11.41,83.97,14.13,11.46
268,1.0,35.5,18.0,53.5,57.0,76.5,33.5,7.1,2011-09-26,18,15.52,10.79,74.72,15.52,8.64
269,1.25,38.5,24.5,82.5,62.0,104.0,17.0,8.0,2011-09-27,15,16.09,11.97,77.71,16.09,5.88
270,1.15,46.0,29.0,57.73,64.0,82.06,57.5,8.5,2011-09-28,20,16.52,12.36,77.28,16.52,9.04
271,1.15,49.5,32.0,38.5,83.5,69.5,54.0,6.5,2011-09-29,19,20.09,12.11,64.68,19.93,6.58
272,2.1,58.0,40.5,114.0,109.34,155.5,10.5,12.0,2011-09-30,20,23.92,10.3,49.81,23.28,5.04
273,1.3,61.0,36.5,47.27,80.5,81.0,26.0,6.0,2011-10-01,1,24.95,7.37,37.04,24.18,6.76
274,1.1,28.0,19.0,40.0,54.0,61.5,40.5,3.5,2011-10-02,5,19.51,15.67,79.81,19.5,4.67
275,1.3,24.0,14.5,71.5,60.5,92.0,44.5,7.0,2011-10-03,19,18.74,15.18,80.51,18.74,5.29
276,1.2,31.0,21.0,82.0,51.5,95.0,39.5,7.0,2011-10-04,22,16.7,13.7,82.81,16.7,10.21
277,1.15,34.0,17.5,35.0,54.5,56.5,15.0,5.0,2011-10-05,10,19.17,14.19,75.69,19.17,7.28
278,1.75,45.5,33.0,99.0,72.5,120.5,42.0,9.0,2011-10-06,9,22.33,15.5,67.63,22.27,6.58
279,1.25,52.5,39.0,78.5,64.0,107.0,43.5,9.0,2011-10-07,5,20.38,14.64,74.0,20.21,8.3
280,0.9,36.5,25.5,19.5,50.5,41.5,42.0,5.0,2011-10-08,1,21.12,15.76,74.18,21.07,7.84
281,1.3,27.5,20.5,41.5,50.5,61.5,11.5,2.0,2011-10-09,1,20.86,17.13,79.6,20.87,5.31
282,1.75,27.5,19.0,65.17,63.0,85.61,1.0,5.0,2011-10-10,16,21.96,16.9,74.4,22.17,6.12
283,1.55,43.0,31.0,100.0,60.17,117.06,27.0,7.0,2011-10-11,15,20.67,17.8,84.06,20.67,5.62
284,1.0,26.0,20.0,52.5,47.0,68.5,41.5,7.0,2011-10-12,3,19.65,16.85,84.43,19.65,8.21
285,1.4,27.0,15.5,37.5,50.0,58.0,13.5,3.0,2011-10-13,15,20.57,17.97,85.42,20.59,6.62
286,1.6,25.0,17.0,56.5,56.0,77.5,2.5,3.0,2011-10-14,11,21.05,19.2,89.28,21.05,9.23
287,1.5,26.0,22.5,110.0,52.5,118.5,12.0,7.0,2011-10-15,2,18.13,16.76,91.75,18.13,6.7
288,1.1,13.5,9.0,60.0,40.5,69.5,8.5,3.0,2011-10-16,1,16.6,15.5,93.26,16.6,5.57
289,1.5,23.5,14.5,105.5,56.0,116.0,9.0,6.0,2011-10-17,22,16.05,14.61,91.26,16.05,9.75
290,1.15,39.5,22.0,71.0,49.5,86.0,38.5,8.0,2011-10-18,12,16.08,11.64,76.08,16.08,12.04
291,0.9,35.5,18.0,67.0,42.0,76.5,30.0,5.5,2011-10-19,10,15.81,11.26,75.93,15.81,9.0
292,1.45,43.0,21.5,93.0,50.0,105.0,32.0,9.5,2011-10-20,16,15.57,11.03,75.1,15.57,8.67
293,1.05,34.0,15.5,54.0,44.0,66.5,30.0,7.5,2011-10-21,11,16.14,10.79,72.06,16.14,10.29
294,0.4,35.5,18.5,31.0,44.62,51.5,26.5,8.5,2011-10-22,3,17.78,12.14,71.84,17.78,6.46
295,0.7,23.0,15.0,19.5,34.29,33.5,26.0,6.5,2011-10-23,2,20.36,13.9,68.61,20.37,5.54
296,0.9,39.0,21.0,24.0,60.0,56.0,7.0,7.5,2011-10-24,21,22.09,15.01,66.57,22.09,4.79
297,1.05,36.0,17.0,31.0,55.5,53.0,7.5,5.0,2011-10-25,18,23.18,15.39,63.62,23.13,7.28
298,1.4,23.0,12.0,41.0,51.5,61.0,28.0,4.0,2011-10-26,16,21.85,15.85,70.7,21.85,10.21
299,1.7,37.0,21.0,73.5,70.5,91.5,13.0,6.0,2011-10-27,17,23.99,13.42,54.83,23.82,6.96
300,1.8,52.5,34.5,86.0,80.0,116.5,10.19,9.0,2011-10-28,10,25.14,14.29,52.47,25.07,6.16
301,1.05,43.5,28.5,37.5,63.5,63.5,45.5,6.0,2011-10-29,3,22.78,15.99,67.78,22.78,6.73
302,0.9,11.5,8.0,30.0,39.5,47.5,50.5,3.0,2011-10-30,5,19.43,15.97,81.56,19.43,11.62
303,1.2,24.5,14.0,84.5,54.0,98.0,38.0,6.0,2011-10-31,18,14.04,11.85,86.89,14.04,11.12
304,1.2,30.0,14.0,76.5,47.5,87.5,29.5,9.0,2011-11-01,15,14.61,9.29,71.69,14.61,12.38
305,0.65,19.5,10.0,52.5,36.0,64.0,28.0,5.5,2011-11-02,5,14.32,8.8,70.64,14.32,8.5
306,1.15,29.5,15.0,88.0,48.5,96.5,49.42,11.0,2011-11-03,10,14.4,10.03,75.48,14.4,8.54
307,0.9,39.0,18.0,58.0,45.0,75.0,101.33,9.0,2011-11-04,6,16.05,10.84,72.23,16.05,8.21
308,1.1,45.0,24.0,43.5,58.0,71.0,34.5,7.0,2011-11-05,4,18.39,12.82,72.8,18.36,6.29
309,1.2,44.5,32.0,42.0,61.0,72.0,40.5,8.0,2011-11-06,5,18.61,14.89,80.27,18.61,5.27
310,1.25,38.0,23.5,67.5,60.5,83.92,46.0,6.5,2011-11-07,10,18.8,14.08,76.1,18.8,6.17
311,1.35,49.0,33.0,58.5,73.0,91.0,53.0,10.5,2011-11-08,20,18.76,12.57,69.68,18.74,6.2
312,1.3,50.0,29.5,33.0,73.0,66.5,18.0,8.0,2011-11-09,14,20.65,14.41,69.33,20.61,6.17
313,1.2,42.0,26.5,35.5,66.5,65.5,47.0,7.0,2011-11-10,10,24.81,15.21,57.63,24.68,6.0
314,1.9,46.0,32.0,71.0,80.0,107.0,53.5,7.0,2011-11-11,17,22.33,17.41,75.06,22.42,6.52
315,1.2,36.0,26.0,72.32,66.0,86.0,56.0,6.0,2011-11-12,8,19.83,16.81,83.17,19.83,7.83
316,0.8,21.5,14.5,34.5,37.5,47.0,37.0,6.0,2011-11-13,3,19.52,16.87,85.05,19.52,6.35
317,1.1,14.0,10.5,43.5,44.5,58.5,7.0,3.0,2011-11-14,4,19.46,17.54,88.84,19.46,4.54
318,0.9,15.5,9.0,48.0,32.5,54.0,6.0,2.0,2011-11-15,6,18.22,16.96,92.46,18.22,6.14
319,1.5,18.0,12.0,115.0,44.5,115.0,15.0,8.0,2011-11-16,21,16.08,14.24,88.97,16.08,10.72
320,1.3,32.5,17.5,87.5,45.5,98.5,22.0,10.0,2011-11-17,18,15.9,12.16,79.35,15.9,7.96
321,1.2,35.5,17.5,84.5,46.5,93.0,18.5,10.0,2011-11-18,13,16.44,11.51,74.07,16.43,8.46
322,0.9,27.0,17.5,79.5,37.34,83.5,22.5,9.5,2011-11-19,5,15.95,12.75,81.71,15.95,8.54
323,0.5,15.5,9.5,15.0,22.7,24.0,31.5,5.0,2011-11-20,4,18.38,13.09,73.14,18.38,8.04
324,1.0,30.5,15.5,31.0,47.5,49.5,33.0,5.0,2011-11-21,8,21.7,14.78,68.14,21.65,5.67
325,1.2,31.0,16.5,29.83,45.5,47.0,12.0,5.0,2011-11-22,12,22.71,17.98,74.92,22.71,9.2
326,1.3,21.0,13.0,78.6,46.5,87.5,26.48,5.0,2011-11-23,13,19.35,16.27,82.56,19.35,8.08
327,1.3,28.0,18.0,78.0,55.22,92.0,34.0,7.0,2011-11-24,9,19.6,14.01,71.57,19.6,6.04
328,1.35,43.0,26.0,61.0,63.5,87.0,7.5,11.5,2011-11-25,5,21.52,14.96,67.19,21.58,6.33
329,1.0,34.0,20.0,22.0,51.0,46.0,35.5,5.0,2011-11-26,5,21.84,16.05,71.24,21.89,6.48
330,0.95,24.0,15.0,35.5,47.0,53.5,36.5,4.0,2011-11-27,3,20.9,17.13,79.83,20.9,4.96
331,1.3,31.5,23.5,70.0,54.5,84.0,24.0,7.0,2011-11-28,14,21.12,16.7,77.03,21.13,6.04
332,1.1,35.0,24.5,37.0,54.0,60.0,33.0,6.0,2011-11-29,20,20.79,16.81,78.7,20.86,7.66
333,1.2,22.5,12.5,33.5,47.0,53.0,13.5,4.0,2011-11-30,12,23.67,16.76,67.45,23.84,8.12
334,1.3,26.5,15.05,72.5,56.0,90.0,23.0,4.0,2011-12-01,21,22.01,16.38,71.52,22.18,9.52
335,1.6,31.0,18.0,113.5,48.5,117.0,12.0,11.5,2011-12-02,11,15.69,14.07,90.16,15.7,8.58
336,0.9,26.5,15.5,53.5,35.0,61.5,21.5,8.5,2011-12-03,4,16.74,13.3,80.5,16.74,8.25
337,0.75,26.0,14.0,33.5,31.77,45.55,37.5,4.5,2011-12-04,3,18.86,15.92,83.87,18.89,7.74
338,1.2,31.5,23.5,53.5,46.5,78.0,26.0,6.0,2011-12-05,15,19.42,16.79,85.45,19.42,6.33
339,1.45,36.5,28.0,76.0,52.0,90.0,22.5,7.5,2011-12-06,13,20.13,17.52,85.3,20.13,5.76
340,1.3,36.5,26.28,52.5,64.5,75.0,26.0,6.0,2011-12-07,6,21.18,18.35,84.66,21.3,5.52
341,0.85,27.5,16.0,29.95,40.9,52.75,20.5,3.52,2011-12-08,12,21.92,18.49,82.39,22.04,5.26
342,1.4,22.0,12.0,56.0,54.0,77.0,13.0,3.0,2011-12-09,5,20.82,18.87,88.88,20.81,5.26
343,1.4,24.0,13.0,105.0,51.5,110.0,19.0,5.0,2011-12-10,3,18.6,16.6,88.32,18.6,6.04
344,1.0,28.0,12.0,58.5,44.0,70.5,20.5,6.0,2011-12-11,0,18.68,14.81,79.54,18.68,5.79
345,1.2,30.5,18.0,38.0,80.0,71.5,15.5,5.5,2011-12-12,19,21.52,13.05,63.59,21.37,4.71
346,1.0,44.5,20.5,30.0,68.5,62.0,48.5,5.5,2011-12-13,10,24.38,12.97,51.45,24.15,4.96
347,1.25,36.5,16.0,37.81,56.5,63.98,29.5,3.5,2011-12-14,10,23.31,17.38,71.24,23.74,8.26
348,1.2,20.5,10.5,44.5,52.5,66.5,17.5,3.0,2011-12-15,11,22.76,18.4,77.86,22.98,7.6
349,1.5,34.0,17.0,56.0,63.5,80.0,24.0,6.0,2011-12-16,9,24.17,13.86,57.46,23.98,9.29
350,1.4,42.5,22.0,67.5,78.0,95.5,18.5,7.5,2011-12-17,7,25.81,11.59,42.26,25.46,7.62
351,0.9,30.5,13.0,17.5,44.0,36.0,21.0,2.5,2011-12-18,2,24.31,15.5,59.49,24.32,6.61
352,1.3,28.5,14.5,53.5,57.0,79.5,22.5,4.55,2011-12-19,12,24.43,13.4,55.6,24.04,7.62
353,1.4,38.0,17.0,46.5,69.5,74.0,-43.17,5.0,2011-12-20,14,25.59,12.44,45.34,25.37,6.88
354,1.35,45.0,22.0,45.0,89.0,92.0,-110.29,9.5,2011-12-21,14,26.57,13.46,50.33,26.01,3.96
355,1.25,42.0,18.0,37.0,69.0,69.0,-150.74,6.0,2011-12-22,13,26.67,12.27,42.31,26.28,6.65
356,3.05,31.0,17.5,56.5,83.0,88.5,-166.09,5.0,2011-12-23,8,25.04,14.51,55.41,24.75,6.61
357,2.7,41.5,18.0,43.74,62.7,71.46,-159.32,4.0,2011-12-24,2,23.68,17.03,67.56,23.72,7.19
358,2.5,19.5,9.0,24.0,40.0,42.5,-131.32,3.0,2011-12-25,1,21.66,18.43,82.05,21.66,6.33
359,3.15,20.5,11.0,74.5,48.5,84.5,-84.37,7.0,2011-12-26,10,18.69,16.29,86.05,18.69,9.44
360,3.1,29.5,16.5,66.5,49.0,80.5,-20.41,6.0,2011-12-27,13,19.98,15.95,78.42,19.98,7.62
361,2.9,21.0,10.5,75.3,40.25,90.7,18.0,6.0,2011-12-28,14,19.87,15.85,78.24,19.87,6.21
362,3.85,22.0,12.0,75.61,37.0,79.0,15.0,7.0,2011-12-29,10,17.74,15.06,84.56,17.74,7.04
363,3.55,28.0,16.5,36.5,32.5,52.5,32.0,5.5,2011-12-30,6,19.58,15.55,78.71,19.58,6.0
364,3.35,19.0,10.0,10.0,28.0,24.0,25.0,2.0,2011-12-31,4,20.69,17.33,81.53,20.7,7.04
365,4.15,17.5,17.0,18.5,33.0,31.0,22.5,3.0,2012-01-01,0,20.59,17.97,85.21,20.61,7.07
366,0.95,17.5,8.0,55.5,35.5,62.0,32.0,3.94,2012-01-02,16,19.42,15.71,80.32,19.42,7.12
367,0.5,32.5,30.1,7.86,71.55,50.97,29.5,3.81,2012-01-03,9,21.42,14.42,67.73,21.34,4.67
368,0.5,31.0,148.55,-204.42,119.67,5.08,26.5,3.64,2012-01-04,11,22.25,14.54,66.62,22.08,4.54
369,0.4,32.0,220.13,-390.03,152.52,-35.79,20.5,3.44,2012-01-05,1,21.04,15.96,74.47,21.07,5.68
370,0.5,22.5,251.71,-548.54,172.02,-71.35,19.0,3.22,2012-01-06,2,21.54,16.79,75.77,21.67,4.67
371,0.5,19.5,250.13,-679.49,180.08,-101.3,46.5,2.98,2012-01-07,8,21.54,16.15,72.81,21.56,6.81
372,0.45,20.0,222.25,-782.44,178.61,-125.36,47.21,2.72,2012-01-08,4,21.92,16.25,71.26,21.95,8.5
373,0.4,15.0,174.92,-856.96,169.53,-143.24,33.5,2.46,2012-01-09,5,21.38,16.12,72.61,21.38,8.65
374,0.6,18.5,114.99,-902.6,154.76,-154.65,5.5,2.19,2012-01-10,2,19.93,17.37,85.43,19.93,5.74
375,0.5,16.0,49.33,-918.01,136.22,-159.16,10.0,1.91,2012-01-11,3,20.31,17.35,83.56,20.31,6.58
376,0.68,21.0,-15.23,-905.44,115.81,-156.87,2.0,1.64,2012-01-12,1,21.85,15.19,67.9,21.86,6.38
377,0.4,16.5,-71.82,-861.76,95.45,-147.11,15.0,1.37,2012-01-13,7,22.75,15.83,67.6,22.77,7.67
378,0.3,20.0,-113.6,-787.43,77.06,-129.71,23.5,1.12,2012-01-14,6,23.42,18.29,73.66,23.63,11.54
379,0.45,14.0,-133.61,-682.0,62.55,-104.38,0.01,0.88,2012-01-15,0,21.58,18.38,82.62,21.63,10.38
380,0.6,17.5,-125.29,-545.02,53.84,-70.83,11.0,0.66,2012-01-16,1,21.58,18.42,82.75,21.58,4.54
381,0.65,21.5,-81.49,-376.05,52.84,-28.78,8.5,0.46,2012-01-17,11,20.58,17.58,83.32,20.58,4.62
382,0.7,15.0,4.53,-174.65,61.47,22.08,18.0,0.3,2012-01-18,15,20.39,17.71,85.32,20.39,6.46
383,1.2,28.0,11.0,32.33,73.51,71.04,22.96,0.16,2012-01-19,1,20.69,17.42,82.68,20.69,4.35
384,1.3,24.5,11.0,46.5,51.5,64.5,12.5,0.07,2012-01-20,10,21.62,17.38,77.88,21.62,8.52
385,1.25,34.5,14.5,61.0,54.0,78.0,13.5,0.01,2012-01-21,3,21.72,16.68,73.7,21.75,5.04
386,1.15,21.0,11.0,42.0,52.5,60.5,17.5,0.0,2012-01-22,1,21.54,17.67,79.88,21.74,2.79
387,1.5,31.0,16.0,67.85,61.0,90.5,13.5,1.0,2012-01-23,1,22.07,17.19,75.54,22.14,5.63
388,1.15,22.0,11.0,42.5,52.0,61.0,16.75,1.0,2012-01-24,7,23.25,16.0,64.7,23.32,8.0
389,1.1,25.0,11.0,46.5,45.5,65.0,17.5,2.0,2012-01-25,9,23.74,16.63,65.67,23.8,8.48
390,1.4,19.0,10.0,91.0,46.0,99.0,19.75,2.0,2012-01-26,11,20.18,18.07,88.08,20.2,6.93
391,1.75,20.0,14.0,132.5,48.5,132.0,14.0,4.0,2012-01-27,6,16.48,15.03,91.19,16.48,8.19
392,1.1,19.5,10.5,91.5,33.5,92.0,17.0,3.0,2012-01-28,0,18.04,14.25,79.65,18.04,7.79
393,0.85,19.0,9.0,47.0,28.5,54.5,19.0,4.0,2012-01-29,2,19.5,13.83,71.37,19.5,7.75
394,1.2,25.5,13.0,51.0,43.5,70.5,17.25,5.0,2012-01-30,1,19.44,13.16,68.67,19.44,4.92
395,1.2,32.0,17.5,41.0,48.0,61.5,51.0,4.5,2012-01-31,16,19.75,15.79,79.43,19.76,5.46
396,1.3,31.0,14.0,39.04,59.0,62.5,14.5,3.0,2012-02-01,10,21.42,16.73,76.83,21.46,5.08
397,1.2,25.5,13.5,36.5,52.0,60.0,16.75,3.0,2012-02-02,1,23.62,16.69,67.94,23.55,6.23
398,1.2,46.0,21.0,39.5,61.0,71.5,51.5,5.59,2012-02-03,15,25.09,17.91,66.56,25.34,5.0
399,1.0,29.0,15.0,24.0,59.0,53.0,59.0,6.0,2012-02-04,3,26.21,16.38,57.85,26.09,6.29
400,1.0,33.5,15.0,25.0,54.5,45.0,94.25,5.0,2012-02-05,6,26.58,14.33,48.78,26.34,6.08
401,1.3,36.0,19.0,38.5,76.5,73.5,66.0,5.0,2012-02-06,1,27.08,14.08,48.22,26.56,5.29
402,1.5,59.0,25.0,56.0,89.02,92.5,22.25,6.5,2012-02-07,11,27.54,12.83,41.93,27.35,3.54
403,1.5,46.0,25.5,49.0,78.5,86.0,45.25,6.0,2012-02-08,10,26.44,16.56,56.33,26.66,5.04
404,1.4,56.0,30.0,45.0,81.0,81.92,28.75,6.5,2012-02-09,17,25.92,18.24,65.36,26.23,4.96
405,1.3,41.5,30.0,50.5,66.5,75.0,55.13,5.0,2012-02-10,4,23.93,19.26,76.71,24.32,5.48
406,1.2,23.5,17.5,61.0,57.0,79.0,29.5,3.0,2012-02-11,5,21.43,18.93,86.22,21.54,5.43
407,1.15,15.0,9.0,35.8,44.0,57.64,24.0,3.0,2012-02-12,1,21.25,19.18,88.24,21.27,4.11
408,1.1,25.0,10.0,28.0,53.0,51.5,26.25,2.0,2012-02-13,19,21.54,18.5,83.66,21.54,5.93
409,1.1,35.5,17.0,35.5,60.5,58.5,31.5,5.5,2012-02-14,8,23.12,17.54,72.58,23.22,6.42
410,1.25,41.0,22.0,49.5,59.5,65.5,39.0,7.0,2012-02-15,17,23.25,17.67,72.14,23.45,5.12
411,1.2,40.5,22.0,59.0,55.21,89.5,41.0,9.0,2012-02-16,20,22.58,17.25,73.93,22.66,7.0
412,1.35,42.5,23.0,39.0,58.5,66.5,26.5,4.0,2012-02-17,1,22.5,16.58,70.29,22.62,7.08
413,0.95,38.0,18.5,28.5,51.74,54.5,42.5,3.0,2012-02-18,8,23.27,17.31,70.89,23.44,5.69
414,1.0,43.5,20.5,19.5,45.5,38.0,24.0,3.0,2012-02-19,2,24.84,17.84,68.18,24.87,5.04
415,1.2,40.5,22.0,53.5,55.0,71.12,38.75,3.0,2012-02-20,5,24.88,18.77,70.07,25.15,3.38
416,0.8,22.5,9.0,15.0,32.0,25.5,40.0,3.0,2012-02-21,3,23.04,16.96,70.13,23.1,6.54
417,1.1,21.5,9.5,67.56,52.24,82.22,25.0,3.5,2012-02-22,12,23.67,16.25,64.07,23.86,8.33
418,1.4,31.0,14.5,61.0,54.0,75.5,11.5,4.24,2012-02-23,25,22.88,18.33,76.16,23.13,4.92
419,1.6,49.0,29.5,59.0,65.5,92.5,38.5,7.0,2012-02-24,19,22.92,19.24,80.78,23.29,5.04
420,1.15,42.0,24.39,47.61,52.44,82.24,35.5,5.0,2012-02-25,3,23.3,19.11,78.45,23.67,5.78
421,1.0,19.0,9.0,91.7,369.91,259.33,39.5,2.0,2012-02-26,3,25.41,19.0,70.12,25.99,7.48
422,1.45,35.5,23.5,-1.4,266.99,112.24,42.25,4.0,2012-02-27,1,23.62,19.96,80.71,24.14,4.12
423,1.1,33.5,17.5,-93.04,44.41,-94.28,56.25,4.0,2012-02-28,31,25.38,18.04,67.25,25.53,7.0
424,1.15,39.5,22.0,-10.01,50.84,7.07,49.75,5.0,2012-02-29,1,26.85,17.15,61.07,26.71,5.52
425,1.5,50.5,24.5,49.0,88.0,87.5,41.25,7.0,2012-03-01,8,28.54,13.21,40.12,28.09,4.83
426,1.5,38.0,19.0,50.0,74.0,83.0,56.25,4.0,2012-03-02,17,26.28,15.76,53.98,26.32,7.48
427,1.1,40.5,21.5,0.0,0.0,0.0,41.5,8.0,2012-03-03,13,22.33,18.29,78.42,22.46,8.21
428,0.75,27.5,10.0,31.0,34.0,43.0,39.25,4.0,2012-03-04,5,22.25,16.46,70.77,22.43,7.75
429,0.9,32.5,17.0,41.0,45.0,55.96,42.75,6.0,2012-03-05,27,23.08,16.96,70.02,23.22,7.88
430,1.05,43.0,22.5,40.0,49.0,71.5,59.25,6.75,2012-03-06,16,22.76,17.04,72.08,22.87,7.4
431,1.05,28.5,13.5,50.0,44.0,66.5,44.75,7.0,2012-03-07,24,22.33,15.0,65.59,22.32,8.46
432,1.0,35.0,17.0,43.0,56.0,58.0,31.5,7.0,2012-03-08,20,21.83,14.83,65.94,21.9,7.25
433,0.7,38.5,25.82,42.72,110.9,87.8,42.0,6.48,2012-03-09,16,22.46,14.33,62.36,22.37,5.92
434,1.15,33.5,23.5,52.95,79.0,80.95,40.5,4.95,2012-03-10,13,21.58,16.12,73.11,21.61,5.73
